"Species","Common","IUIS Allergen","Type","Group*","Length","GI#@","First Version"
"Dermatophagoides farinae","House dust mite","Der f 2.0108","Aero Mite","Dermatophagoides Der p 2 / Der f 2","146","55859470","7"
"Dermatophagoides farinae","House dust mite","Der f 2.0107","Aero Mite","Dermatophagoides Der p 2 / Der f 2","146","55859468","7"
"Dermatophagoides farinae","House dust mite","Der f 2.0106","Aero Mite","Dermatophagoides Der p 2 / Der f 2","146","55859466","7"
"Dermatophagoides farinae","House dust mite","Der f 2.0109","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","76097511","7"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 2 / Der f 2","146","256631558","11"
"Dermatophagoides farinae","House dust mite","Der f 2.0112","Aero Mite","Dermatophagoides Der p 2 / Der f 2","140","37958157","12"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","387178018","13"
"Dermatophagoides farinae","House dust mite","Der f 2.0101","Aero Mite","Dermatophagoides Der p 2 / Der f 2","138","217304","15"
"Dermatophagoides farinae","House dust mite","Der f 2.0116","Aero Mite","Dermatophagoides Der p 2 / Der f 2","146","124696217","15"
"Dermatophagoides farinae","House dust mite","Der f 3","Aero Mite","Dermatophagoides Der p 3 / Der f 3","232","1314736","7"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 3 / Der f 3","259","163638970","9"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 3 / Der f 3","259","218203816","10"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 3 / Der f 3","259","218203818","10"
"Dermatophagoides farinae","House dust mite","Der f 3.0101","Aero Mite","Dermatophagoides Der p 3 / Der f 3","259","1311457","15"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 6 / Der f 6","20","404371","7"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 6 / Der f 6","279","218203826","10"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 6 / Der f 6","279","218203828","10"
"Dermatophagoides farinae","House dust mite","Der f 6.0101","Aero Mite","Dermatophagoides Der p 6 / Der f 6","279","6808530","11"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 7 /  Der f 7","213","37958165","8"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 7 /  Der f 7","213","218203832","10"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 7 /  Der f 7","213","685432798","16"
"Dermatophagoides farinae","House dust mite","Der f 18","Aero Mite","Dermatophagoides farinae Der f 18 Der p 18","462","27550039","7"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides farinae Der f 21 Chew","136","140089314","9"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides farinae Der f 21 Chew","136","140089316","9"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides farinae Der f 21 Chew","136","140089320","9"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides farinae Der f 21 Chew","136","140089322","9"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides farinae Der f 21 Chew","136","140089324","9"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides farinae Der f 21 Chew","136","140089326","9"
"Dermatophagoides farinae","House dust mite","Der f 21.0101","Aero Mite","Dermatophagoides farinae Der f 21 Chew","136","567768173","15"
"Dermatophagoides farinae","House dust mite","Unassigned","Aero Mite","Dermatophagoides Profilin","130","685432824","16"
"Dermatophagoides microceras","House dust mite","Der m 1.0101","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","30","127205","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 15.0101","Aero Mite","Dermatophagoides Der f 15 Der p 15","532","67975089","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 15.0102","Aero Mite","Dermatophagoides Der f 15 Der p 15","558","78128018","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 20.0101","Aero Mite","Dermatophagoides Der f 20 / Der p 20","356","188485735","10"
"Dermatophagoides pteronyssinus","House dust mite","Der p 24.0101","Aero Mite","Dermatophagoides Der f 24 and Der p 24 Ubiquinol","118","922664427","16"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der f 30","180","15072346","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","222","21725560","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","222","21725562","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","222","21725564","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","222","21725566","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","222","21725568","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","222","21725570","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","222","21725572","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","222","21725574","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","222","21725576","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","222","21725578","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","222","21725580","7"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","216","61608445","7"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","222","83754033","7"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","223","157696052","9"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","222","223365887","10"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","320","195933901","10"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1.0124","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","302","256095986","11"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","96","387592","11"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1.0101","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","320","511953","12"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","304","387178004","13"
"Dermatophagoides pteronyssinus","House dust mite","Der p 1.0113","Aero Mite","Dermatophagoides Der p 1 Der f 1 Der m 1","302","76097505","15"
"Dermatophagoides pteronyssinus","House dust mite","Der p 10","Aero Mite","Dermatophagoides Der p 10 / Der f 10","284","2353266","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 10.0101","Aero Mite","Dermatophagoides Der p 10 / Der f 10","284","2440053","7"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 10 / Der f 10","281","80553470","7"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 10 / Der f 10","284","208970286","10"
"Dermatophagoides pteronyssinus","House dust mite","Der p 11.0101","Aero Mite","Dermatophagoides Der p 11 / Der f 11","875","37778944","7"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 13","131","302035350","12"
"Dermatophagoides pteronyssinus","House dust mite","Der p 14.0101","Aero Mite","Dermatophagoides Der p 14 / Der f 14","1662","20385544","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","21465915","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","21725582","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","21725584","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","21725586","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","21725588","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","21725590","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","21725592","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","21725594","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","21725596","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","21725600","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","21725602","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","21725604","7"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","76097509","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2.0114","Aero Mite","Dermatophagoides Der p 2 / Der f 2","146","99644635","7"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 2 / Der f 2","130","110560872","9"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","157829757","9"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 2 / Der f 2","145","164415595","9"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2.0101","Aero Mite","Dermatophagoides Der p 2 / Der f 2","145","9280543","10"
"Dermatophagoides pteronyssinus","House dust mite","Der p 2.0110","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","256095984","11"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","387178014","13"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 2 / Der f 2","129","387178008","13"
"Dermatophagoides pteronyssinus","House dust mite","Der p 21.0101","Aero Mite","Dermatophagoides Der p 21","140","85687540","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 23.0101","Aero Mite","Dermatophagoides Der p 23 Peritrophin-like protein","90","171466145","14"
"Dermatophagoides pteronyssinus","House dust mite","Der p 3","Aero Mite","Dermatophagoides Der p 3 / Der f 3","261","511476","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 4","Aero Mite","Dermatophagoides Der p 4","496","5059162","7"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 4","19","1351935","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 5.0102","Aero Mite","Dermatophagoides Der p 5","132","913285","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 5","Aero Mite","Dermatophagoides Der p 5","132","28798085","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 5.0101","Aero Mite","Dermatophagoides Der p 5","148","9072","15"
"Dermatophagoides pteronyssinus","House dust mite","Der p 6","Aero Mite","Dermatophagoides Der p 6 / Der f 6","20","1352239","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 7.0101","Aero Mite","Dermatophagoides Der p 7 /  Der f 7","215","1045602","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 7","Aero Mite","Dermatophagoides Der p 7 /  Der f 7","215","10189811","7"
"Dermatophagoides pteronyssinus","House dust mite","Der f 7.0101","Aero Mite","Dermatophagoides Der p 7 /  Der f 7","213","1311689","10"
"Dermatophagoides pteronyssinus","House dust mite","Der p 8.0101","Aero Mite","Dermatophagoides Der p 8","219","807138","7"
"Dermatophagoides pteronyssinus","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 8","219","60920878","7"
"Dermatophagoides pteronyssinus","House dust mite","Der p 18.0101","Aero Mite","Dermatophagoides farinae Der f 18 Der p 18","462","67975085","7"
"Dermatophagoides siboney","House dust mite","Unassigned","Aero Mite","Dermatophagoides Der p 2 / Der f 2","146","86450747","7"
"Dolichovespula arenaria","Yellow jacket","Dol a 5.0101","Venom or Salivary","Dolichovespula Venom allergen 5","203","156719","11"
"Dolichovespula maculata","Whiteface hornet","Dol m 1.02","Venom or Salivary","Dolichovespula Dol m 1 Phospholipase A1B","303","1709542","7"
"Dolichovespula maculata","Whiteface hornet","Dol m 1.0101","Venom or Salivary","Dolichovespula Dol m 1 Phospholipase A1B","317","288917","8"
"Dolichovespula maculata","Whiteface hornet","Dol m 2.0101","Venom or Salivary","Dolichovespula Dol m 2 Hyaluronidase","331","511604","11"
"Dolichovespula maculata","Whiteface hornet","Dol m 5.0101","Venom or Salivary","Dolichovespula Venom allergen 5","227","156715","11"
"Dolichovespula maculata","Whiteface hornet","Dol m 5.02","Venom or Salivary","Dolichovespula Venom allergen 5","212","552080","11"
"Epicoccum nigrum","Fungus","Epi p 1.0101","Aero Fungi","Epicoccum Epi p 1","18","24636820","9"
"Equus caballus","Horse","Equ c 1.0101","Aero Animal","Equus Equ c 1","187","1575778","11"
"Equus caballus","Horse","Equ c 2.0101","Aero Animal","Equus Equ c 2","29","3121755","7"
"Equus caballus","Horse","Equ c 2.0102","Aero Animal","Equus Equ c 2","19","3121756","7"
"Equus caballus","Horse","Equ c 3.0101","Aero Animal","Equus Equ c 3","607","399672","7"
"Equus caballus","Horse","Equ c 4.0101","Aero Animal","Equus Equ c 4 and Equ c 5","228","126514234","8"
"Erimacrus isenbeckii","Horsehair crab","Unassigned","Food Animal","Erimacrus tropomyosin","284","125995169","8"
"Erimacrus isenbeckii","Horsehair crab","Unassigned","Food Animal","Erimacrus tropomyosin","284","125995171","8"
"Eriocheir sinensis","Chinese mitten crab","Unassigned","Food Animal","Eriocheir tropomyosin","284","134305330","8"
"Euphausia pacifica","North Pacific Krill","Unassigned","Food Animal","Euphausia","284","156712754","9"
"Euphausia superba","Krill","Unassigned","Food Animal","Euphausia","284","156712752","9"
"Euroglyphus maynei","House dust mite","Eur m 1.0101","Aero Mite","Euroglyphus Eur m 1","321","3941388","7"
"Euroglyphus maynei","House dust mite","Unassigned","Aero Mite","Euroglyphus Eur m 1","327","3941390","7"
"Euroglyphus maynei","House dust mite","Eur m 2.0102","Aero Mite","Euroglyphus Eur m 2","135","3941386","7"
"Euroglyphus maynei","House dust mite","Eur m 2.0101","Aero Mite","Euroglyphus Eur m 2","145","3941384","11"
"Evynnis japonica","Crimson seabream","Unassigned","Food Animal","Evynnis parvalbumin","109","327342663","12"
"Evynnis japonica","Crimson seabream","Unassigned","Food Animal","Evynnis parvalbumin","108","327342661","12"
"Fagopyrum esculentum","Buckwheat","Unassigned","Food Plant","Fagopyrum BW 8 kDa protein","133","17907758","7"
"Fagopyrum esculentum","Buckwheat","Unassigned","Food Plant","Fagopyrum esculentum 13S globulins IgE binding","453","584592120","15"
"Fagopyrum esculentum","Buckwheat","Unassigned","Food Plant","Fagopyrum esculentum 13S globulins IgE binding","453","584592116","15"
"Fagopyrum esculentum","Buckwheat","Unassigned","Food Plant","Fagopyrum Fag e 2 Fag t 2","127","61970231","7"
"Fagopyrum esculentum","Buckwheat","Fag e 2.0101","Food Plant","Fagopyrum Fag e 2 Fag t 2","149","83416591","7"
"Fagopyrum esculentum","Buckwheat","Unassigned","Food Plant","Fagopyrum Legumin-like protein","565","29839254","9"
"Fagopyrum esculentum","Buckwheat","Unassigned","Food Plant","Fagopyrum Legumin-like protein","504","29839255","9"
"Fagopyrum esculentum","Buckwheat","Unassigned","Food Plant","Fagopyrum Legumin-like protein","538","29839419","9"
"Fagopyrum esculentum","Buckwheat","Fag e 3.0101","Food Plant","Fagopyrum vicilin-like protein","136","146217148","9"
"Fagopyrum tataricum","Buckwheat","Unassigned","Food Plant","Fagopyrum BW 8 kDa protein","133","144228127","8"
"Fagopyrum tataricum","Buckwheat","Fag t 2.0101","Food Plant","Fagopyrum Fag e 2 Fag t 2","149","320445237","12"
"Fagopyrum tataricum","Buckwheat","Unassigned","Food Plant","Fagopyrum Legumin-like protein","515","113200131","9"
"Fagus sylvatica","European Beech","Unassigned","Aero Plant","Fagus Fag s 1","160","212291472","10"
"Fagus sylvatica","European Beech","Fag s 1","Aero Plant","Fagus Fag s 1","160","212291470","10"
"Fagus sylvatica","European Beech","Unassigned","Aero Plant","Fagus Fag s 1","160","212291474","10"
"Farfantepenaeus aztecus","Brown shrimp","Pen a 1","Food Animal","Farfantepenaeus Pen a 1","284","73532979","7"
"Felis catus","Cat","Fel d 1","Aero Animal","Felis Fel d 1 Chain 1","88","1364212","7"
